APP,CVE ID,Second Description,AccessVector,Attack Complexity,Confidentiality Impact,Integrity Impact,Availability Impact,Base Score,Base Severity,Exploitability Score,Impact Score
Chrome Windows,CVE-2009-1442,"Múltiples desbodamientos de enteros en Skia, utilizado en Google Chrome v1.x anteriores a v1.0.154.64 y v2.x, y posiblemente Android, debería permitir a los atacantes remotos ejecutar arbitrariamente código en el proceso de renderizado a través de (1) imagenes o (2) canvas manipulados.",NETWORK,MEDIUM,PARTIAL,PARTIAL,PARTIAL,6.8,MEDIUM,NULL,NULL
Chrome Windows,CVE-2009-1598,"Google Chrome ejecuta llamadas a DOM en respuesta a un ""javascript: URI"" en el atributo target de un elemento submit en un formulario contenido en un fichero PDF, lo que podría permitir a atacantes remotos eludir las restricciones JavaScript al acceder al objeto de documento, como lo demuestran un sitio web que permite subir archivos PDF por usuarios no confiables, y por lo tanto disponer de un document.domain compartido entre el sitio web y este ""javascript: URI"". NOTA: El investigador informa de que la posición de Adobe es ""un archivo PDF es contenido activo"".",NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE,9.3,HIGH,NULL,NULL
Chrome Windows,CVE-2009-2060,"src/net/http/http_transaction_winhttp.cc en Google Chrome anteriores a v1.0.154.53 utiliza una cabecera Host HTTP para determinar el contexto de un documento proporcionado en una respuesta de CONEXIÓN (1) 4xx o (2) 5xx desde un servidor proxy, lo que permite a los atacantes ""hombre en el medio"" ejecutar arbitrariamente una secuencia de comando web modificando esta respuesta de CONEXIÓN, también conocida como un ataque ""forzado SSL""",NETWORK,MEDIUM,PARTIAL,PARTIAL,NONE,5.8,MEDIUM,NULL,NULL
Chrome Windows,CVE-2009-2071,"Google Chrome anteriores a v1.0.154.53 muestra un certificado cacheado para una página de respuesta de CONEXIÓN (1) 4xx o (2) 5xx a través de un servidor proxy, lo que permite a un atacante ""hombre en el medio"" suplantar un sitio https permitiendo a un navegador obtener certificados válidos desde este sitio durante una petición, y enviando al navegador una página de respuesta 502 manipulada sobre una subsiguiente petición.",NETWORK,MEDIUM,PARTIAL,PARTIAL,PARTIAL,6.8,MEDIUM,NULL,NULL
Chrome Windows,CVE-2009-2121,Desbordamiento de búfer en el núcleo del navegador en Google Chrome en versiones anteriores a la v2.0.172.33 permite a los servidores HTTP remotos causar una denegación de servicio (mediante caida de la aplicación) o posiblemente ejecutar código arbitrario a través de una respuesta HTTP modificada.,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE,9.3,HIGH,NULL,NULL
Chrome Windows,CVE-2009-2352,"Chrome de Google versiones 1.0.154.48 y anteriores, no bloquea los URI javascript: en encabezados Refresh en respuestas HTTP, que permite a los atacantes remotos conducir ataques de tipo cross-site scripting (XSS) por medio de vectores relacionados con (1) inyectar un encabezado Refresh o ( 2) especificar el contenido de un encabezado Refresh, este es un problema relacionado con el CVE-2009-1312. NOTA: más tarde se reportó que las versiones 2.0.172.28, 2.0.172.37 y 3.0.193.2 Beta también están afectadas.",NETWORK,MEDIUM,NONE,PARTIAL,NONE,4.3,MEDIUM,NULL,NULL
Chrome Windows,CVE-2009-2555,"Desbordamiento de búfer basado en memoria dinámica en src/jsregexp.cc en Google V8 anterior a v1.1.10.14, como el utilizado en Google Chrome anterior a v2.0.172.37, permite a atacantes remotos ejecutar código de su elección en el Chrome sandbox a través de una expresión regular JavaScript manipulada.",NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE,9.3,HIGH,NULL,NULL
Chrome Windows,CVE-2009-2556,"Google Chrome anterior a v2.0.172.37, permite a atacantes remotos el aprovechar el acceso ""renderer"" para provocar una denegación de servicio (corrupción de memoria y caída de aplicación) o posiblemente ejecutar código de su elección a través de vectores no especificados que provocan una excesiva reserva de memoria.",NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE,9.3,HIGH,NULL,NULL
Chrome Windows,CVE-2009-2816,"La implementación de Cross-Origin Resource Sharing (CORS) en WebKit, tal como es usado en Safari de Apple anterior a versión 4.0.4 y Chrome de Google anterior a versión 3.0.195.33, incluye ciertos encabezados HTTP personalizados en la petición OPTIONS durante operaciones entre orígenes con comprobación previa, lo que facilita a los atacantes remotos conducir ataques de  tipo cross-site request forgery (CSRF) por medio de una página web especialmente diseñada.",NETWORK,MEDIUM,PARTIAL,PARTIAL,PARTIAL,6.8,MEDIUM,NULL,NULL
Chrome Windows,CVE-2009-2935,"Google V8, usado en Google Chrome anteriores a v2.0.172.43, permite a los atacantes remotos, evitar restricciones intencionadas o lecturas de memoria, y posiblemente obtener información sensible o ejecución arbitraria de código en el Chrome sandbox, a través de JavaScript manipulado.",NETWORK,LOW,COMPLETE,COMPLETE,COMPLETE,10.0,HIGH,NULL,NULL
Chrome Windows,CVE-2009-2973,"Google Chrome anteriores a v2.0.172.43 no impide conexiones SSL a un sitio con un certificado X.509 firmado con el algoritmo (1) MD2 o (2) MD4, lo que hace más fácil para los ataques de ""hombre en el medio"" suplantar arbitrariamente servidores HTTPS a través de certificados manipulados, relativo al asunto CVE-2009-2409.",NETWORK,LOW,NONE,PARTIAL,PARTIAL,6.4,MEDIUM,NULL,NULL
Chrome Windows,CVE-2009-2974,"Google Chrome v1.0.154.65, v1.0.154.48, y anteriores permite a los atacantes remotos (1) causar una denegación de servicio (cuelgue de la aplicación) a través de vectores relativos a chromehtml: valor URI para la propiedad document.location o (2) causar una denegación de servicio (cuelgue de la aplicación y consumo de la CPU) a través de vectores relativos a una serie de llamadas a funciones que establecen un chromehtml: valor URI para la propiedad document.location.",NETWORK,LOW,NONE,NONE,PARTIAL,5.0,MEDIUM,NULL,NULL
Chrome Windows,CVE-2009-3011,"Google Chrome v1.0.154.48 y anteriores, v2.0.172.28, v2.0.172.37 y v3.0.193.2 Beta, no bloquea adecuadamente los datos: URIs en cabeceras ""Refresh"" en respuestas HTTP, lo que permite a atacantes remotos llevar a cabo ataques de ejecución de secuencias de comandos en sitios cruzados relacionado con (1) la inyección de una cabecera ""Refresh"" que contienen secuencias JavaScript en una URI data:text/html o (2) introduciendo una URI data:text/html con secuencias JavaScript cuando se especifica el contenido de una cabecera ""Refresh"". NOTA: el JavaScript se ejecuta fuera del contexto del sitio HTTP.",NETWORK,MEDIUM,NONE,PARTIAL,NONE,4.3,MEDIUM,NULL,NULL
Chrome Windows,CVE-2009-3268,"Google Chrome v1.0.154.48 y anteriores permite a atacantes remotos producir una denegación de servicio (consumo de CPU) a través de un envío automático de un formulario que contenga un elemento generador de claves, una vulnerabilidad relacionada con CVE-2009-1828.",NETWORK,LOW,NONE,NONE,PARTIAL,5.0,MEDIUM,NULL,NULL
Chrome Windows,CVE-2009-3456,"Google Chrome, posiblemente v3.0.195.21 y anteriores, no controla correctamente un caracter '\0' en el nombre de dominio en el campo Common Name (CN) de un certificado X.509 lo cual permite a atacantes hombre-en-el-medio (man-in-the-middle) suplantar servidores SSL a su elección a través de un certificado manipulado expedido por un Autoridad de Certificación legítima , una cuestión relacionada con CVE-2009-2408. NOTA: la procedencia de esta información es desconocida, los detalles son obtenidos exclusivamente de la información de terceros.",NETWORK,LOW,PARTIAL,PARTIAL,PARTIAL,7.5,HIGH,NULL,NULL
Chrome Windows,CVE-2009-3931,"Vulnerabilidad de lista negra incompleta en browser/download/download_exe.cc en Google Chrome en versiones anteriores a la 3.0.195.32 permite a atacantes remotos forzar la descarga de ciertos ficheros peligrosos mediante la designación de ""Content-Disposition: adjunto"", como es demostrado por ficheros (1) .mht y (2) .mhtml, que son automáticamente ejecutados por Internet Explorer 6; ficheros (3) .svg, que son automáticamente ejecutados por Safari; (4) ficheros .xml; (5) ficheros .htt; (6) ficheros .xsl; (7) ficheros .xslt; y (8) ficheros de imagen que son prohibidos por la política del sitio de la victima.",NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE,9.3,HIGH,NULL,NULL
Chrome Windows,CVE-2009-3932,"El plugin Gears en Google Chrome, en versiones anteriores a la 3.0.195.32 permite a usuarios remotos asistidos por el usuario provocar una denegación de servicio (corrupción de memoria y caída del plugin) o posiblemente ejecutar código de su elección mediante un uso no especificado de la API Gears SQL, relacionado con la puesta de ""metadatos de SQL en un mal estado.""",NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE,9.3,HIGH,NULL,NULL
Chrome Windows,CVE-2009-3934,"La función WebFrameLoaderClient::dispatchDidChangeLocationWithinPage en src/webkit/glue/webframeloaderclient_impl.cc en Google Chrome antes de 3.0.195.32 permite a atacantes asistidos por el usuario provocar una denegación de servicio mediante un enlace a una página local, que tiene relación con una ""cadena de redirección vacía"", tal como se demuestra en un mensaje de Yahoo! Mail.",NETWORK,MEDIUM,NONE,NONE,PARTIAL,4.3,MEDIUM,NULL,NULL
Chrome Windows,CVE-2010-0315,"WebKit anterior a versión r53607, tal como es usado en Chrome de Google anterior a versión 4.0.249.89, permite a los atacantes remotos detectar la URL de destino de redireccionamiento, para la sesión de un usuario específico de un sitio web, mediante la colocación de la URL del sitio en el atributo HREF de un elemento LINK de hoja de estilos y, a continuación, leer el valor de la propiedad document.styleSheets[0].href, relacionado con un elemento IFRAME.",NETWORK,LOW,PARTIAL,NONE,NONE,5.0,MEDIUM,NULL,NULL
Chrome Windows,CVE-2010-0556,"browser/login/login_prompt.cc en Google Chrome anterior v4.0.249.89 con un diálogo de autenticación con credenciales que fueron almacenadas por Password Manager para sitios web diferentes, permite a servidores HTTP remotos asistidos por usuarios obtener información sensible a través de una URL que requiere autenticación, como quedó demostrado por una URL en el atributo SRC de un elemento IMG.",NETWORK,MEDIUM,NONE,PARTIAL,NONE,4.3,MEDIUM,NULL,NULL
Chrome Windows,CVE-2010-0643,"Google Chrome anterior v4.0.249.89 intenta a establecer conexiones con sitios web cuando todas las configuraciones de los servidores proxy no están disponibles, permitiendo a servidores HTTP remotos atacar para obtener información potencialmente sensible sobre la identidad de usuarios clientes a través de un logueo HTTP standard, como quedó demostrado con el servidor proxy que fue configurado para tal propósito de anonimato.",NETWORK,MEDIUM,PARTIAL,NONE,NONE,4.3,MEDIUM,NULL,NULL
Chrome Windows,CVE-2010-0644,"Google Chrome anterior v4.0.249.89, cuando el servidor proxy SOCKS 5 está configurado, permite el ataques a servidores DNS remotos para obtener información potencialmente sensible sobre la identidad de usuarios clientes a través de peticiones logging, como queda demostrada por un servidor proxy que fue configurado para ese propósito de anonimato.",NETWORK,MEDIUM,PARTIAL,NONE,NONE,4.3,MEDIUM,NULL,NULL
Chrome Windows,CVE-2010-0645,"Multiples errores de enteros sin signo en factory.cc en Google V8 anterior r3560, como el usado en Google Chrome anterior v4.0.249.89, permite a atacantes remotos ejecutar código arbitrario en el Sandbox de Chrome a través de un uso manipulado de arrays JavaScript.",NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE,9.3,HIGH,NULL,NULL
Chrome Windows,CVE-2010-0646,"Multiples errores de enteros sin signo en factory.cc en Google V8 anterior r3560, como el usado en Google Chrome anterior v4.0.249.89, permite a atacantes remotos ejecutar código de su elección en el sandbox de Chrome a través de un uso manipulado de arrays JavaScript.",NETWORK,LOW,COMPLETE,COMPLETE,COMPLETE,10.0,HIGH,NULL,NULL
Chrome Windows,CVE-2010-0647,"WebKit anterior r53525, como el usado en Google Chrome anterior v4.0.249.89, permite a atacantes remotos ejecutar código en el sandbox a través de un elemento RUBY malformado, como queda demostrado con la secuencia <ruby>><table><rt>.",NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE,9.3,HIGH,NULL,NULL
Chrome Windows,CVE-2010-0649,"Desbordamiento de enteros en la función CrossCallParamsEx::CreateFromBuffer en Google Chrome anterior v4.0.249.89 permite a atacantes aprovechar el acceso ""renderer"" y causar una denegación de servicio (caída de memoria dinámica) o probablemente otros impactos no especificados a través de un mensaje malformado, relacionado con la deserialización de mensajes sandbox.",NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE,9.3,HIGH,NULL,NULL
Chrome Windows,CVE-2010-0650,"WebKit, usado en Google Chrome, anterior a v4.0.249.78 y Apple Safari, permite a atacantes remotos evitar las restricciones destinadas a ventanas emergentes mediante el uso de un evento de clic de ratón manipulado.",NETWORK,HIGH,NONE,PARTIAL,NONE,2.6,LOW,NULL,NULL
Chrome Windows,CVE-2010-0651,"WebKit anterior a versión r52784, tal como es usado en Google Chrome anterior a versión 4.0.249.78 y Apple Safari anterior a versión 4.0.5, permite la carga de hojas de estilos CSS de origen cruzado, incluso cuando la descarga de hojas de estilo tiene un tipo MIME incorrecto y el documento de hojas de estilo está malformado, lo que permite a los atacantes  remotos obtener información confidencial por medio de un documento especialmente diseñado.",NETWORK,MEDIUM,PARTIAL,NONE,NONE,4.3,MEDIUM,NULL,NULL
Chrome Windows,CVE-2010-0658,"Múltiples desbordamientos de enteros en Skia, usado en Google Chrome anterior a v4.0.249.78 , permite a atacantes remotos ejecutar código arbitrario en la zona de seguridad de Chrome (sandbox) o causar una denegación de servicio (corrupción de la memoria y cuelgue de la aplicación) a través de vectores que contienen elementos CANVAS (lienzo).",NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE,9.3,HIGH,NULL,NULL
Chrome Windows,CVE-2010-0659,"El decodificador de imagen en WebKit anterior a r52833, usado en Google Chrome anterior a v4.0.249.78, no controla correctamente un error de asignación de memoria, lo cual permite a atacantes remotos ejecutar código arbitrario en el recinto de seguridad de Chrome (sandbox) a través de un archivo GIF malformado que especifica un tamaño grande .",NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE,9.3,HIGH,NULL,NULL
Chrome Windows,CVE-2010-0660,"Google Chrome anterior a v4.0.249.78 envía una dirección URL https en la cabecera Referer de una petición HTTP en determinadas circunstancias involucrando la redirección https a http, lo cual permite a los servidores HTTP remotos obtener información sensible a través de registro HTTP estándar (logs).",NETWORK,LOW,PARTIAL,NONE,NONE,5.0,MEDIUM,NULL,NULL
Chrome Windows,CVE-2010-0661,"WebCore/bindings/v8/custom/V8DOMWindowCustom.cpp en WebKit anterior a r52401 , usado en Google Chrome, anterior a v4.0.249.78, permite a atacantes remotos saltar la política de mismo origen (Same Origin Policy) a través de vectores que implica el método window.open.
",NETWORK,MEDIUM,PARTIAL,PARTIAL,PARTIAL,6.8,MEDIUM,NULL,NULL
Chrome Windows,CVE-2010-0662,"La función ParamTraits<SkBitmap>::Read en common/common_param_traits.cc en Google Chrome anterior a v4.0.249.78 no utiliza las variables correctas en los cálculos diseñados para prevenir desbordamientos de enteros, lo que permite a los atacantes acceder al renderizador para causar una denegación de servicio o posiblemente otro impacto no especificado a través de los datos de mapa de bits, en relación con deserialización.",NETWORK,LOW,NONE,NONE,PARTIAL,5.0,MEDIUM,NULL,NULL
Chrome Windows,CVE-2010-0663,"La función ParamTraits<SkBitmap>::Read en common/common_param_traits.cc en Google Chrome anterior a v4.0.249.78 no inicializa las ubicaciones de memoria que almacenan los datos de mapa de bits lo cual podría permitir a atacantes remotos obtener información potencialmente sensible de la memoria del proceso proporcionando datos insuficientes, relacionados con el uso de una base de datos (1) de miniaturas (thumbnail)o de (2) lienzo HTML.",NETWORK,LOW,PARTIAL,NONE,NONE,5.0,MEDIUM,NULL,NULL
Chrome Windows,CVE-2010-0664,"Vulnerabilidad de consumo en la pila en la función ChildProcessSecurityPolicy::CanRequestURL en browser/child_process_security_policy.cc en Google Chrome before v4.0.249.78, permite provocar una denegación de servicio (consumo de memoria y caída de aplicación) a través de una URL que especifica múltiples protocolos, como se ha demostrado mediante una URL que comienza con varias repeticiones  de ""ver código fuente""(view-source): substring.",NETWORK,LOW,NONE,NONE,PARTIAL,5.0,MEDIUM,NULL,NULL
Chrome Windows,CVE-2010-1205,"Desbordamiento de buffer en el fichero pngpread.c en libpng anteriores a 1.2.44 y 1.4.x anteriroes a 1.4.3, como se utiliza en aplicaciones progresivas, podría permitir a atacantes remotos ejecutar código arbitrario mediante una imagen PNG que desencadena una serie de datos adicionales.",NETWORK,LOW,HIGH,HIGH,HIGH,9.8,CRITICAL,NULL,NULL
Chrome Windows,CVE-2010-1228,Múltiples condiciones de carrera en la infraestructura sandbox en Google Chrome en versiones anteriores a la 4.1.249.1036 tienen un impacto y unos vectores de ataque no especificados.,NETWORK,LOW,COMPLETE,COMPLETE,COMPLETE,10.0,HIGH,NULL,NULL
Chrome Windows,CVE-2010-1229,"La infraestructura sandbox en Google Chrome en versiones anteriores a la 4.1.249.1036 no usa de manera apropiada los punteros, lo que tiene un impacto y unos vectores de ataque no especificados.",NETWORK,LOW,COMPLETE,COMPLETE,COMPLETE,10.0,HIGH,NULL,NULL
Chrome Windows,CVE-2010-1230,Google Chrome en versiones anteriores a la 4.1.249.1036 no tiene el comportamiento esperado al intentar borrar los Web SQL Databases y limpiar el estado Strict Transport Security (STS) lo que tiene un impacto y unos vectores de ataque no especificados.,NETWORK,LOW,COMPLETE,COMPLETE,COMPLETE,10.0,HIGH,NULL,NULL
Chrome Windows,CVE-2010-1231,"Google Chrome en versiones anteriores a la 4.1.249.1036 procesa las cabecerass HTTP antes de invocar la función SafeBrowsing, lo que permite a atacantes remotos tener un impacto no especificado a través de cabeceras manipuladas.",NETWORK,LOW,PARTIAL,PARTIAL,PARTIAL,7.5,HIGH,NULL,NULL
Chrome Windows,CVE-2010-1232,Google Chrome en versiones anteriores a la 4.1.249.1036 permite a atacantes remotos provocar una denegación de servicio (error de memoria) o posiblemente tener otro impacto no especificado mediante un documento SVG malformado.,NETWORK,LOW,NONE,NONE,PARTIAL,5.0,MEDIUM,NULL,NULL
Chrome Windows,CVE-2010-1234,Vulnerabilidad no especificada en Google Chrome en versiones anteriores a la 4.1.249.1036 permite a atacantes remotos truncar la URL mostrada en el cuadro de diálogo de autenticación básica HTTP a través de vectores desconocidos.,NETWORK,LOW,PARTIAL,PARTIAL,PARTIAL,7.5,HIGH,NULL,NULL
Chrome Windows,CVE-2010-1235,Vulnerabilidad no especificada en Google Chrome en versiones anteriores a la 4.1.249.1036 permite a atacantes remotos la omisión de un diálogo de advertencia de descarga a través de vectores desconocidos.,NETWORK,MEDIUM,NONE,PARTIAL,NONE,4.3,MEDIUM,NULL,NULL
Chrome Windows,CVE-2010-1236,"La función protocolIs en el archivo platform/KURLGoogle.cpp en WebCore en WebKit anterior a r55822, tal y como es usado en  Chrome de Google anterior a versión 4.1.249.1036 y Flock Browser versiones 3.x anteriores a 3.0.0.4112, no maneja apropiadamente un espacio en blanco al principio de una dirección URL, lo que permite a los atacantes remotos conducir ataques de  tipo cross-site scripting (XSS) por medio de una URL javascript: especialmente diseñada, como es demostrado por una secuencia \x00javascript:alert.",NETWORK,MEDIUM,NONE,PARTIAL,NONE,4.3,MEDIUM,NULL,NULL
Chrome Windows,CVE-2010-1500,"Google Chrome anterior a v4.1.249.1059 no soporta adecuadamente los formularios, esto tiene un impacto y vectores de ataque desconocidos. Está relacionado con un ""error de confusión de tipo"".",NETWORK,LOW,PARTIAL,PARTIAL,PARTIAL,7.5,HIGH,NULL,NULL
Chrome Windows,CVE-2010-1502,"Vulnerabilidad no especificada en Google  Chrome anterior v.4.1.249.1059 permite a atacantes remotos aceder a archivos locales a través de vectores reacionados con las ""herramientas de desarrollo"". 
",NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE,9.3,HIGH,NULL,NULL
Chrome Windows,CVE-2010-1503,Vulnerabilidad de ejecución de comandos en sitios cruzados(XSS) en Google Chrome antes de v4.1.249.1059 permite a atacantes remotos inyectar HTML o secuencias de comandos web a través de vectores relacionados con una URI  chrome://net-internals.,NETWORK,MEDIUM,NONE,PARTIAL,NONE,4.3,MEDIUM,NULL,NULL
Chrome Windows,CVE-2010-1504,Vulnerabilidad de ejecución de comandos en sitios cruzados(XSS) en Google Chrome antes de v4.1.249.1059 permite a atacantes remotos inyectar HTML o secuencias de comandos web a través de vectores relacionados con una URI  chrome://downloads.,NETWORK,MEDIUM,NONE,PARTIAL,NONE,4.3,MEDIUM,NULL,NULL
Chrome Windows,CVE-2010-1505,Google Chrome anterior a v4.1.249.1059 no previene que las páginas se carguen con los privilegios de las páginas de Pestaña Nueva -New Tab-. Esto tiene un impacto y vectores de ataque desconocidos.,NETWORK,LOW,COMPLETE,COMPLETE,COMPLETE,10.0,HIGH,NULL,NULL
Chrome Windows,CVE-2010-1506,Los enlaces de Google V8 en Google Chrome antes de la versión v4.1.249.1059 permiten a atacantes provocar una denegación de servicio (mediante corrupción de memoria) a través de vectores desconocidos.,NETWORK,LOW,NONE,NONE,COMPLETE,7.8,HIGH,NULL,NULL
Chrome Windows,CVE-2010-1663,"La Biblioteca de parseado de URLs de Google (también conocido como google-url o GURL) en Google Chrome antes de la versión v4.1.249.1064 permite a atacantes remotos saltarse la política ""Same-Origin Policy"" a través de vectores no especificados.",NETWORK,LOW,COMPLETE,COMPLETE,COMPLETE,10.0,HIGH,NULL,NULL
Chrome Windows,CVE-2010-1664,"Google Chrome antes de la versión v4.1.249.1064 no controla correctamente los contenidos multimedia HTML5, lo que permite a atacantes remotos provocar una denegación de servicio (mediante corrupción de memoria) y tener un impacto no especificado a través de vectores desconocidos.",NETWORK,LOW,NONE,NONE,PARTIAL,5.0,MEDIUM,NULL,NULL
Chrome Windows,CVE-2010-1665,"Google Chrome anteriores a v4.1.249.1064 no gestiona de forma adecuada las fuentes, lo que permite a atacantes remotos provocar una denegación de servicio (corrupción de memoria) y posiblemente tener otros impactos no especificados a través de vectores desconocidos.",NETWORK,LOW,PARTIAL,PARTIAL,PARTIAL,7.5,HIGH,NULL,NULL
Chrome Windows,CVE-2010-1731,Google Chrome en el HTC Hero permite a atacantes remotos provocar una denegación de servicio (caída de aplicación) a través del JavaScript que escribe secuencias <marquee> en un bucle infinito.,NETWORK,MEDIUM,NONE,NONE,PARTIAL,4.3,MEDIUM,NULL,NULL
Chrome Windows,CVE-2010-1767,"Vulnerabilidad de falsificación de petición en sitios cruzados (CSRF) en loader/DocumentThreadableLoader.cpp de WebCore en WebKit en versiones anteriores a la r57041, como es utilizado en Google Chrome en versiones anteriores a la v4.1.249.1059, permite a atacantes remotos secuestrar la autenticación de víctimas sin especificar a tráves de una operación ""synchronous preflight XMLHttpRequest"" modificada.",NETWORK,MEDIUM,PARTIAL,PARTIAL,PARTIAL,6.8,MEDIUM,NULL,NULL
Chrome Windows,CVE-2010-1770,"WebKit en Safari de Apple anterior a versión  5.0 sobre Mac OS X versiones 10.5 hasta 10.6 y Windows, Safari de Apple anterior a versión 4.1 sobre Mac OS X versión 10.4 y Chrome de Google anterior a versión  5.0.375.70, no maneja apropiadamente una transformación de un nodo de texto que tiene el conjunto de caracteres IBM1147, que permite a los atacantes remotos ejecutar código arbitrario o causar una denegación de servicio (corrupción de memoria y bloqueo de aplicación) por medio de un documento HTML especialmente  diseñado que contiene un elemento BR, relacionado con un  ""type checking issue.""",NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE,9.3,HIGH,NULL,NULL
Chrome Windows,CVE-2010-1772,"Vulnerabilidad de usar después de liberar en page/Geolocation.cpp de WebCore en WebKit en versiones anteriores a la r59859, como se ha utilizado en Google Chrome en versiones anteriores a la v5.0.375.70, permite a atacantes remotos ejecutar código de su elección o provocar una denegación de servicio (caída de la aplicación) a través de una página web modificada, relacionado con un fallo al detener los temporizadores asociados con la geolocalización al borrar un documento.",NETWORK,LOW,HIGH,HIGH,HIGH,8.8,HIGH,NULL,NULL
Chrome Windows,CVE-2010-1773,"Error de superación de límite (off-by-one) en la función toAlphabetic de rendering/RenderListMarker.cpp de WebCore en WebKit en versiones anteriores a la r39508, como se ha utilizado en Google Chrome en versiones anteriores a la v5.0.375.70, permite a atacantes remotos obtener información confidencial, provocar una denegación de servicio (corrupción de memoria y caída de la aplicación), o posiblemente ejecutar código de su elección a través de vectores de ataque relacionados con ""list markers"" (marcadores de lista) de listas  HTML, también conocido como problema rdar 8009118.",NETWORK,LOW,HIGH,HIGH,HIGH,8.8,HIGH,NULL,NULL
Chrome Windows,CVE-2010-1822,"WebKit, tal y como es usado en Safari de Apple anterior a versión 4.1.3 y versiones 5.0.x anteriores a 5.0.3 y Chrome de Google anterior a versión 6.0.472.62, no realiza apropiadamente una conversión de una variable no especificada, que permite a los atacantes remotos ejecutar código arbitrario o causar una denegación de servicio (bloqueo de aplicación) por medio de un elemento SVG en un documento que no sea SVG.",NETWORK,LOW,HIGH,HIGH,HIGH,8.8,HIGH,NULL,NULL
Chrome Windows,CVE-2010-1823,"Vulnerabilidad de usar después de liberar en WebKit en versiones anteriores a la vr65958, como se utiliza en Google Chrome en versiones anteriores a la v6.0.472.59, permite a atacantes remotos provocar una denegación de servicio y posiblemente provocar otros daños a través de vectores de ataque que provocan el uso de las APIs document tal como document.close durante el parseo, como se ha demostrado por un fichero de hojas de estilo en cascada (CSS) referenciando un ""font"" SVG, también conocido como problema rdar 8442098.",NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE,9.3,HIGH,NULL,NULL
Chrome Windows,CVE-2010-1824,"Vulnerabilidad de usar después de liberar en WebKit, como se utiliza en Google Chrome en versiones anteriores a la v6.0.472.59, permiten a atacantes remotos provocar una denegación de servicio y posiblemente provocar otros daños a través de vectores de ataque relacionados con estilos SVG.",NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE,9.3,HIGH,NULL,NULL
Chrome Windows,CVE-2010-1825,"Vulnerabilidad de usar después de liberar en WebKit, como se utiliza en Google Chrome en versiones anteriores a la v6.0.472.59, permiten a atacantes remotos provocar una denegación de servicio y posiblemente provocar otros daños a través de vectores de ataque relacionados con elementos SVG anidados.",NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE,9.3,HIGH,NULL,NULL
Chrome Windows,CVE-2010-2105,"Google Chrome anterior a v5.0.375.55 no aplica correctamente los requisitos de las especificaciones de navegación segura para la canonización de URLs, lo que tiene un impacto y vectores de ataque remotos no especificados.
",NETWORK,LOW,COMPLETE,COMPLETE,COMPLETE,10.0,HIGH,NULL,NULL
Chrome Windows,CVE-2010-2106,Vulnerabilidad sin especificar en Google Chrome anterior a v5.0.375.55 podría permitir a atacantes remotos falsificar la barra de URL a través de vectores involucrados en la descarga de controladores de eventos.,NETWORK,MEDIUM,NONE,PARTIAL,NONE,4.3,MEDIUM,NULL,NULL
Chrome Windows,CVE-2010-2107,"Vulnerabilidad sin especificar en Google Chrome anterior a v5.0.375.55 permite a atacantes remotos provocar una denegación de servicio (error de memoria) o posiblemente tener otro impacto no especificado a través de vectores relacionados con la funcionalidad ""Safe Browsing"".",NETWORK,LOW,COMPLETE,COMPLETE,COMPLETE,10.0,HIGH,NULL,NULL
Chrome Windows,CVE-2010-2108,Vulnerabilidad sin especificar en Google Chrome anterior a v5.0.375.55 permite a atacantes remotos saltarse el bloqueo del plugin modo-listablanca (whitelist-mode) a través de vectores desconocidos.,NETWORK,LOW,PARTIAL,PARTIAL,PARTIAL,7.5,HIGH,NULL,NULL
Chrome Windows,CVE-2010-2109,"Vulnerabilidad sin especificar en Google Chrome anterior a v5.0.375.55 permite a atacantes asistidos por el usuario provocar una denegación de servicio (error de memoria) o posiblemente tener otro impacto no especificado a través de vectores relacionados con la funcionalidad ""drag + drop""",NETWORK,LOW,PARTIAL,PARTIAL,PARTIAL,7.5,HIGH,NULL,NULL
Chrome Windows,CVE-2010-2110,"Google Chrome anterior a v5.0.375.55 no ejecuta adecuadamente código JavaScript en el contexto de extensión, lo que tiene un impacto y vectores de ataque remosotos sin especificar.",NETWORK,LOW,PARTIAL,PARTIAL,PARTIAL,7.5,HIGH,NULL,NULL
