idCWE;nombre_en;descripcion_en;nombre;descripcion
487;Reliance on Package-level Scope;"Java packages are not inherently closed; therefore, relying on them for code security is not a good practice.";Confianza en el alcance a nivel de paquete;"Los paquetes de Java no están inherentemente cerrados;Por lo tanto, confiar en ellos para la seguridad del código no es una buena práctica."
488;Exposure of Data Element to Wrong Session;The product does not sufficiently enforce boundaries between the states of different sessions, causing data to be provided to, or used by, the wrong session.;Exposición del elemento de datos a una sesión incorrecta;El producto no hace cumplir suficientes límites entre los estados de diferentes sesiones, lo que hace que los datos sean proporcionados o utilizados por la sesión incorrecta.
489;Active Debug Code;The product is deployed to unauthorized actors with debugging code still enabled or active, which can create unintended entry points or expose sensitive information.;Código de depuración activa;El producto se implementa en actores no autorizados con código de depuración aún habilitado o activo, lo que puede crear puntos de entrada no deseados o exponer información confidencial.
491;Public cloneable() Method Without Final ('Object Hijack');A class has a cloneable() method that is not declared final, which allows an object to be created without calling the constructor. This can cause the object to be in an unexpected state.;Método Public Clonable () sin final ('Object Hankack');Una clase tiene un método clonable () que no se declara final, lo que permite que se cree un objeto sin llamar al constructor.Esto puede hacer que el objeto esté en un estado inesperado.
492;Use of Inner Class Containing Sensitive Data;Inner classes are translated into classes that are accessible at package scope and may expose code that the programmer intended to keep private to attackers.;Uso de la clase interna que contiene datos confidenciales;Las clases internas se traducen en clases accesibles en el alcance del paquete y pueden exponer el código que el programador tenía la intención de mantener en privado a los atacantes.
493;Critical Public Variable Without Final Modifier;The product has a critical public variable that is not final, which allows the variable to be modified to contain unexpected values.;Variable pública crítica sin modificador final;El producto tiene una variable pública crítica que no es final, lo que permite que la variable se modifique para contener valores inesperados.
494;Download of Code Without Integrity Check;The product downloads source code or an executable from a remote location and executes the code without sufficiently verifying the origin and integrity of the code.;Descargar el código sin verificación de integridad;El producto descarga el código fuente o un ejecutable desde una ubicación remota y ejecuta el código sin verificar suficientemente el origen y la integridad del código.
495;Private Data Structure Returned From A Public Method;The product has a method that is declared public, but returns a reference to a private data structure, which could then be modified in unexpected ways.;Estructura de datos privado devuelto de un método público;El producto tiene un método que se declara público, pero devuelve una referencia a una estructura de datos privado, que luego podría modificarse de manera inesperada.
496;Public Data Assigned to Private Array-Typed Field;Assigning public data to a private array is equivalent to giving public access to the array.;Datos públicos asignados al campo tipo matriz privado;Asignar datos públicos a una matriz privada es equivalente a dar acceso público a la matriz.
497;Exposure of Sensitive System Information to an Unauthorized Control Sphere;The product does not properly prevent sensitive system-level information from being accessed by unauthorized actors who do not have the same level of access to the underlying system as the product does.;Exposición de información confidencial del sistema a una esfera de control no autorizada;El producto no evita que los actores no autorizados accedan correctamente a nivel de sistema confidencial que no tienen el mismo nivel de acceso al sistema subyacente que el producto.
498;Cloneable Class Containing Sensitive Information;The code contains a class with sensitive data, but the class is cloneable. The data can then be accessed by cloning the class.;Clase clonable que contiene información confidencial;El código contiene una clase con datos confidenciales, pero la clase es clonable.Luego se puede acceder a los datos clonando la clase.
499;Serializable Class Containing Sensitive Data;The code contains a class with sensitive data, but the class does not explicitly deny serialization. The data can be accessed by serializing the class through another class.;Clase serializable que contiene datos confidenciales;El código contiene una clase con datos confidenciales, pero la clase no niega explícitamente la serialización.Se puede acceder a los datos serializando la clase a través de otra clase.
500;Public Static Field Not Marked Final;An object contains a public static field that is not marked final, which might allow it to be modified in unexpected ways.;Campo estático público no marcado final;Un objeto contiene un campo estático público que no está marcado final, lo que podría permitir que se modifique de manera inesperada.
501;Trust Boundary Violation;The product mixes trusted and untrusted data in the same data structure or structured message.;Violación de límites de confianza;El producto mezcla datos confiables y no confiables en la misma estructura de datos o mensaje estructurado.
502;Deserialization of Untrusted Data;The product deserializes untrusted data without sufficiently verifying that the resulting data will be valid.;Deserialización de datos no confiables;El producto deserializa los datos no confiables sin verificar suficientemente que los datos resultantes serán válidos.
506;Embedded Malicious Code;The product contains code that appears to be malicious in nature.;Código malicioso incrustado;El producto contiene código que parece ser de naturaleza maliciosa.
507;Trojan Horse;The product appears to contain benign or useful functionality, but it also contains code that is hidden from normal operation that violates the intended security policy of the user or the system administrator.;Caballo troyano;El producto parece contener funcionalidad benigna o útil, pero también contiene un código oculto a la operación normal que viola la política de seguridad prevista del usuario o el administrador del sistema.
508;Non-Replicating Malicious Code;"Non-replicating malicious code only resides on the target system or product that is attacked; it does not attempt to spread to other systems.";Código malicioso no replicante;"El código malicioso no replicante solo reside en el sistema de destino o el producto que es atacado;No intenta extenderse a otros sistemas."
509;Replicating Malicious Code (Virus or Worm);Replicating malicious code, including viruses and worms, will attempt to attack other systems once it has successfully compromised the target system or the product.;Replicar el código malicioso (virus o gusano);Replicar el código malicioso, incluidos los virus y los gusanos, intentará atacar otros sistemas una vez que haya comprometido con éxito el sistema objetivo o el producto.
510;Trapdoor;A trapdoor is a hidden piece of code that responds to a special input, allowing its user access to resources without passing through the normal security enforcement mechanism.;Trampa;Una trampilla es un código oculto que responde a una entrada especial, lo que permite el acceso a sus usuarios a los recursos sin pasar por el mecanismo normal de aplicación de seguridad.
511;Logic/Time Bomb;The product contains code that is designed to disrupt the legitimate operation of the product (or its environment) when a certain time passes, or when a certain logical condition is met.;Lógica/bomba de tiempo;El producto contiene un código diseñado para interrumpir la operación legítima del producto (o su entorno) cuando pasa un cierto tiempo, o cuando se cumple una determinada condición lógica.
512;Spyware;The product collects personally identifiable information about a human user or the user's activities, but the product accesses this information using other resources besides itself, and it does not require that user's explicit approval or direct input into the product.;Spyware;El producto recopila información de identificación personal sobre un usuario humano o las actividades del usuario, pero el producto accede a esta información utilizando otros recursos además de sí mismo, y no requiere la aprobación explícita del usuario o la entrada directa al producto.
514;Covert Channel;A covert channel is a path that can be used to transfer information in a way not intended by the system's designers.;Canal encubierto;Un canal encubierto es una ruta que puede usarse para transferir información de una manera no pretendida por los diseñadores del sistema.
515;Covert Storage Channel;A covert storage channel transfers information through the setting of bits by one program and the reading of those bits by another. What distinguishes this case from that of ordinary operation is that the bits are used to convey encoded information.;Canal de almacenamiento encubierto;Un canal de almacenamiento encubierto transfiere información a través de la configuración de bits por un programa y la lectura de esos bits de otro.Lo que distingue este caso del de la operación ordinaria es que los bits se utilizan para transmitir información codificada.
516;DEPRECATED: Covert Timing Channel;This weakness can be found at CWE-385.;Deprecido: canal de tiempo encubierto;Esta debilidad se puede encontrar en CWE-385.
520;.NET Misconfiguration: Use of Impersonation;Allowing a .NET application to run at potentially escalated levels of access to the underlying operating and file systems can be dangerous and result in various forms of attacks.;.NET Configuración errónea: uso de suplantación;Permitir que una aplicación .NET se ejecute a niveles de acceso potencialmente escalados a los sistemas operativos y de archivos subyacentes puede ser peligroso y dar como resultado varias formas de ataques.
521;Weak Password Requirements;The product does not require that users should have strong passwords, which makes it easier for attackers to compromise user accounts.;Requisitos de contraseña débiles;El producto no requiere que los usuarios tengan contraseñas seguras, lo que facilita que los atacantes comprometan las cuentas de los usuarios.
522;Insufficiently Protected Credentials;The product transmits or stores authentication credentials, but it uses an insecure method that is susceptible to unauthorized interception and/or retrieval.;Credenciales insuficientemente protegidas;El producto transmite o almacena credenciales de autenticación, pero utiliza un método inseguro que es susceptible de intercepción y/o recuperación no autorizadas.
523;Unprotected Transport of Credentials;Login pages do not use adequate measures to protect the user name and password while they are in transit from the client to the server.;Transporte de credenciales sin protección;Las páginas de inicio de sesión no usan medidas adecuadas para proteger el nombre de usuario y la contraseña mientras están en tránsito del cliente al servidor.
524;Use of Cache Containing Sensitive Information;The code uses a cache that contains sensitive information, but the cache can be read by an actor outside of the intended control sphere.;Uso de caché que contiene información confidencial;El código utiliza un caché que contiene información confidencial, pero un actor puede leer el caché fuera de la esfera de control prevista.
525;Use of Web Browser Cache Containing Sensitive Information;The web application does not use an appropriate caching policy that specifies the extent to which each web page and associated form fields should be cached.;Uso de caché del navegador web que contiene información confidencial;La aplicación web no utiliza una política de almacenamiento en caché apropiada que especifique la medida en que se debe almacenar en caché cada página web y campos de formulario asociados.
526;Cleartext Storage of Sensitive Information in an Environment Variable;The product uses an environment variable to store unencrypted sensitive information.;ClearText Almacenamiento de información confidencial en una variable de entorno;El producto utiliza una variable de entorno para almacenar información confidencial sin cifrar.
527;Exposure of Version-Control Repository to an Unauthorized Control Sphere;The product stores a CVS, git, or other repository in a directory, archive, or other resource that is stored, transferred, or otherwise made accessible to unauthorized actors.;Exposición del repositorio de control de versión a una esfera de control no autorizada;El producto almacena un CVS, GIT u otro repositorio en un directorio, archivo u otro recurso que se almacene, transfiera o sea accesible para actores no autorizados.
528;Exposure of Core Dump File to an Unauthorized Control Sphere;The product generates a core dump file in a directory, archive, or other resource that is stored, transferred, or otherwise made accessible to unauthorized actors.;Exposición del archivo de volcado de núcleo a una esfera de control no autorizada;El producto genera un archivo de volcado central en un directorio, archivo u otro recurso que se almacena, transfiere o se hace accesible para actores no autorizados.
529;Exposure of Access Control List Files to an Unauthorized Control Sphere;The product stores access control list files in a directory or other container that is accessible to actors outside of the intended control sphere.;Exposición de archivos de lista de control de acceso a una esfera de control no autorizada;El producto almacena los archivos de la lista de control de control en un directorio u otro contenedor al que se puede acceder a los actores fuera de la esfera de control prevista.
530;Exposure of Backup File to an Unauthorized Control Sphere;A backup file is stored in a directory or archive that is made accessible to unauthorized actors.;Exposición del archivo de respaldo a una esfera de control no autorizada;Un archivo de copia de seguridad se almacena en un directorio o archivo que se hace accesible para actores no autorizados.
531;Inclusion of Sensitive Information in Test Code;Accessible test applications can pose a variety of security risks. Since developers or administrators rarely consider that someone besides themselves would even know about the existence of these applications, it is common for them to contain sensitive information or functions.;Inclusión de información confidencial en el código de prueba;Las aplicaciones de prueba accesibles pueden representar una variedad de riesgos de seguridad.Dado que los desarrolladores o administradores rara vez consideran que alguien además de sí mismos incluso sabría sobre la existencia de estas aplicaciones, es común que contengan información o funciones confidenciales.
532;Insertion of Sensitive Information into Log File;Information written to log files can be of a sensitive nature and give valuable guidance to an attacker or expose sensitive user information.;Inserción de información confidencial en el archivo de registro;La información escrita en los archivos de registro puede ser de naturaleza confidencial y brindar una valiosa orientación a un atacante o exponer información confidencial del usuario.
533;DEPRECATED: Information Exposure Through Server Log Files;This entry has been deprecated because its abstraction was too low-level. See CWE-532.;Descargado: Exposición a la información a través de archivos de registro del servidor;Esta entrada se ha desapercido porque su abstracción era demasiado bajo.Ver CWE-532.
534;DEPRECATED: Information Exposure Through Debug Log Files;This entry has been deprecated because its abstraction was too low-level. See CWE-532.;Deprecido: Exposición a la información a través de archivos de registro de depuración;Esta entrada se ha desapercido porque su abstracción era demasiado bajo.Ver CWE-532.
535;Exposure of Information Through Shell Error Message;A command shell error message indicates that there exists an unhandled exception in the web application code. In many cases, an attacker can leverage the conditions that cause these errors in order to gain unauthorized access to the system.;Exposición de información a través del mensaje de error de shell;Un mensaje de error de shell de comando indica que existe una excepción no controlada en el código de aplicación web.En muchos casos, un atacante puede aprovechar las condiciones que causan estos errores para obtener acceso no autorizado al sistema.
536;Servlet Runtime Error Message Containing Sensitive Information;A servlet error message indicates that there exists an unhandled exception in your web application code and may provide useful information to an attacker.;Servlet Mensaje de error de tiempo de ejecución que contiene información confidencial;Un mensaje de error de servlet indica que existe una excepción no controlada en su código de aplicación web y puede proporcionar información útil a un atacante.
537;Java Runtime Error Message Containing Sensitive Information;In many cases, an attacker can leverage the conditions that cause unhandled exception errors in order to gain unauthorized access to the system.;Mensaje de error de tiempo de ejecución de Java que contiene información confidencial;En muchos casos, un atacante puede aprovechar las condiciones que causan errores de excepción no controlados para obtener acceso no autorizado al sistema.
538;Insertion of Sensitive Information into Externally-Accessible File or Directory;The product places sensitive information into files or directories that are accessible to actors who are allowed to have access to the files, but not to the sensitive information.;Inserción de información confidencial en un archivo o directorio externamente accesible;El producto coloca información confidencial en archivos o directorios accesibles para los actores a los que se les permite tener acceso a los archivos, pero no a la información confidencial.
539;Use of Persistent Cookies Containing Sensitive Information;The web application uses persistent cookies, but the cookies contain sensitive information.;Uso de cookies persistentes que contienen información confidencial;La aplicación web utiliza cookies persistentes, pero las cookies contienen información confidencial.
540;Inclusion of Sensitive Information in Source Code;Source code on a web server or repository often contains sensitive information and should generally not be accessible to users.;Inclusión de información confidencial en el código fuente;El código fuente en un servidor web o repositorio a menudo contiene información confidencial y generalmente no debe ser accesible para los usuarios.
541;Inclusion of Sensitive Information in an Include File;If an include file source is accessible, the file can contain usernames and passwords, as well as sensitive information pertaining to the application and system.;Inclusión de información confidencial en un archivo incluido;Si se puede acceder a una fuente de archivo de incluido, el archivo puede contener nombres de usuario y contraseñas, así como información confidencial relacionada con la aplicación y el sistema.
542;DEPRECATED: Information Exposure Through Cleanup Log Files;This entry has been deprecated because its abstraction was too low-level. See CWE-532.;Descargado: Exposición a la información a través de archivos de registro de limpieza;Esta entrada se ha desapercido porque su abstracción era demasiado bajo.Ver CWE-532.
543;Use of Singleton Pattern Without Synchronization in a Multithreaded Context;The product uses the singleton pattern when creating a resource within a multithreaded environment.;Uso del patrón singleton sin sincronización en un contexto multiproceso;El producto utiliza el patrón Singleton al crear un recurso dentro de un entorno multiproceso.
544;Missing Standardized Error Handling Mechanism;The product does not use a standardized method for handling errors throughout the code, which might introduce inconsistent error handling and resultant weaknesses.;Falta del mecanismo de manejo de errores estandarizados;El producto no utiliza un método estandarizado para manejar errores en todo el código, lo que podría introducir un manejo de errores inconsistente y debilidades resultantes.
545;DEPRECATED: Use of Dynamic Class Loading;This weakness has been deprecated because it partially overlaps CWE-470, it describes legitimate programmer behavior, and other portions will need to be integrated into other entries.;Descargado: uso de la carga de clase dinámica;Esta debilidad se ha desactivado porque se superpone parcialmente a CWE-470, describe el comportamiento legítimo del programador y otras porciones deberán integrarse en otras entradas.
546;Suspicious Comment;The code contains comments that suggest the presence of bugs, incomplete functionality, or weaknesses.;Comentario sospechoso;El código contiene comentarios que sugieren la presencia de errores, funcionalidad incompleta o debilidades.
547;Use of Hard-coded, Security-relevant Constants;The product uses hard-coded constants instead of symbolic names for security-critical values, which increases the likelihood of mistakes during code maintenance or security policy change.;Uso de constantes codificadas con la seguridad de la seguridad;El producto utiliza constantes codificadas en lugar de nombres simbólicos para valores críticos de seguridad, lo que aumenta la probabilidad de errores durante el mantenimiento del código o el cambio de política de seguridad.
548;Exposure of Information Through Directory Listing;A directory listing is inappropriately exposed, yielding potentially sensitive information to attackers.;Exposición de información a través de la lista de directorio;Una lista de directorio está expuesta inapropiadamente, produciendo información potencialmente confidencial a los atacantes.
549;Missing Password Field Masking;The product does not mask passwords during entry, increasing the potential for attackers to observe and capture passwords.;Falta de enmascaramiento de campo de contraseña;El producto no enmascara las contraseñas durante la entrada, aumentando el potencial para que los atacantes observen y capturen contraseñas.
550;Server-generated Error Message Containing Sensitive Information;Certain conditions, such as network failure, will cause a server error message to be displayed.;Mensaje de error generado por el servidor que contiene información confidencial;Ciertas condiciones, como la falla de la red, hará que se muestre un mensaje de error del servidor.
551;Incorrect Behavior Order: Authorization Before Parsing and Canonicalization;If a web server does not fully parse requested URLs before it examines them for authorization, it may be possible for an attacker to bypass authorization protection.;Orden de comportamiento incorrecto: autorización antes de análisis y canonicización;Si un servidor web no analiza por completo las URL solicitadas antes de examinarlas para la autorización, puede ser posible que un atacante pase por alto la protección de la autorización.
552;Files or Directories Accessible to External Parties;The product makes files or directories accessible to unauthorized actors, even though they should not be.;Archivos o directorios accesibles para partes externas;El producto hace que los archivos o directorios sean accesibles para actores no autorizados, a pesar de que no deberían serlo.
553;Command Shell in Externally Accessible Directory;A possible shell file exists in /cgi-bin/ or other accessible directories. This is extremely dangerous and can be used by an attacker to execute commands on the web server.;Shell de comando en directorio accesible externamente;Existe un posible archivo de shell en / CGI-bin / o otros directorios accesibles.Esto es extremadamente peligroso y puede ser utilizado por un atacante para ejecutar comandos en el servidor web.
554;ASP.NET Misconfiguration: Not Using Input Validation Framework;The ASP.NET application does not use an input validation framework.;ASP.NET Configuración errónea: no utilizando el marco de validación de entrada;La aplicación ASP.NET no utiliza un marco de validación de entrada.
555;J2EE Misconfiguration: Plaintext Password in Configuration File;The J2EE application stores a plaintext password in a configuration file.;J2EE Configuración errónea: contraseña de texto sin formato en el archivo de configuración;La aplicación J2EE almacena una contraseña de texto sin formato en un archivo de configuración.
556;ASP.NET Misconfiguration: Use of Identity Impersonation;Configuring an ASP.NET application to run with impersonated credentials may give the application unnecessary privileges.;ASP.NET Configuración errónea: uso de suplantación de identidad;Configuración de una aplicación ASP.NET para ejecutarse con credenciales suplantadas puede dar a la aplicación privilegios innecesarios.
558;Use of getlogin() in Multithreaded Application;The product uses the getlogin() function in a multithreaded context, potentially causing it to return incorrect values.;Uso de getLogin () en la aplicación multithreaded;El producto utiliza la función getLogin () en un contexto multiproceso, lo que podría hacer que devuelva valores incorrectos.
560;Use of umask() with chmod-style Argument;The product calls umask() with an incorrect argument that is specified as if it is an argument to chmod().;Uso de Umask () con argumento de estilo chmod;El producto llama a Umask () con un argumento incorrecto que se especifica como si fuera un argumento a chmod ().
561;Dead Code;The product contains dead code, which can never be executed.;Código muerto;El producto contiene código muerto, que nunca se puede ejecutar.
562;Return of Stack Variable Address;A function returns the address of a stack variable, which will cause unintended program behavior, typically in the form of a crash.;Dirección de variable de retorno de la pila;Una función devuelve la dirección de una variable de pila, que causará un comportamiento del programa involuntario, típicamente en forma de un bloqueo.
563;Assignment to Variable without Use;The variable's value is assigned but never used, making it a dead store.;Asignación a variable sin uso;Se asigna el valor de la variable pero nunca se usa, lo que lo convierte en una tienda muerta.
564;SQL Injection: Hibernate;Using Hibernate to execute a dynamic SQL statement built with user-controlled input can allow an attacker to modify the statement's meaning or to execute arbitrary SQL commands.;Inyección SQL: Hibernate;El uso de Hibernate para ejecutar una instrucción SQL dinámica construida con entrada controlada por el usuario puede permitir que un atacante modifique el significado de la declaración o ejecute comandos SQL arbitrarios.
565;Reliance on Cookies without Validation and Integrity Checking;The product relies on the existence or values of cookies when performing security-critical operations, but it does not properly ensure that the setting is valid for the associated user.;Dependencia de cookies sin verificación de validación e integridad;El producto se basa en la existencia o los valores de las cookies al realizar operaciones críticas de seguridad, pero no garantiza correctamente que la configuración sea válida para el usuario asociado.
566;Authorization Bypass Through User-Controlled SQL Primary Key;The product uses a database table that includes records that should not be accessible to an actor, but it executes a SQL statement with a primary key that can be controlled by that actor.;La autorización omitida a través de la clave primaria SQL controlada por el usuario;El producto utiliza una tabla de base de datos que incluye registros que no deben ser accesibles para un actor, pero ejecuta una declaración SQL con una clave primaria que puede ser controlada por ese actor.
567;Unsynchronized Access to Shared Data in a Multithreaded Context;The product does not properly synchronize shared data, such as static variables across threads, which can lead to undefined behavior and unpredictable data changes.;Acceso no sincronizado a datos compartidos en un contexto multiproceso;El producto no sincroniza correctamente los datos compartidos, como las variables estáticas entre los subprocesos, lo que puede conducir a un comportamiento indefinido y cambios de datos impredecibles.
568;finalize() Method Without super.finalize();The product contains a finalize() method that does not call super.finalize().;Método Finalize () sin super.finalize ();El producto contiene un método Finalize () que no llama a Super.Finalize ().
570;Expression is Always False;The product contains an expression that will always evaluate to false.;La expresión siempre es falsa;El producto contiene una expresión que siempre se evaluará en falso.
571;Expression is Always True;The product contains an expression that will always evaluate to true.;La expresión siempre es verdadera;El producto contiene una expresión que siempre se evaluará en verdad.
572;Call to Thread run() instead of start();The product calls a thread's run() method instead of calling start(), which causes the code to run in the thread of the caller instead of the callee.;Llamar a hilo run () en lugar de inicio ();El producto llama al método Run () de un hilo en lugar de llamar a Start (), que hace que el código se ejecute en el hilo de la persona que llama en lugar de la Callee.
573;Improper Following of Specification by Caller;The product does not follow or incorrectly follows the specifications as required by the implementation language, environment, framework, protocol, or platform.;Seguimiento incorrecto de la especificación por la persona que llama;El producto no sigue ni sigue incorrectamente las especificaciones según lo requerido por el lenguaje de implementación, el entorno, el marco, el protocolo o la plataforma.
574;EJB Bad Practices: Use of Synchronization Primitives;The product violates the Enterprise JavaBeans (EJB) specification by using thread synchronization primitives.;EJB MALAS PRÁCTICAS: Uso de primitivas de sincronización;El producto viola la especificación de Javabeans Enterprise (EJB) mediante el uso de primitivas de sincronización de hilos.
575;EJB Bad Practices: Use of AWT Swing;The product violates the Enterprise JavaBeans (EJB) specification by using AWT/Swing.;EJB MALAS PRÁCTICAS: Uso de AWT Swing;El producto viola la especificación de Javabeans Enterprise (EJB) mediante el uso de AWT/Swing.
576;EJB Bad Practices: Use of Java I/O;The product violates the Enterprise JavaBeans (EJB) specification by using the java.io package.;EJB MALAS PRÁCTICAS: Uso de Java I/O;El producto viola la especificación de Javabeans Enterprise (EJB) utilizando el paquete Java.io.
577;EJB Bad Practices: Use of Sockets;The product violates the Enterprise JavaBeans (EJB) specification by using sockets.;EJB MALAS PRÁCTICAS: Uso de enchufes;El producto viola la especificación de Javabeans Enterprise (EJB) mediante el uso de sockets.
578;EJB Bad Practices: Use of Class Loader;The product violates the Enterprise JavaBeans (EJB) specification by using the class loader.;EJB MALAS PRÁCTICAS: Uso del cargador de clases;El producto viola la especificación de Javabeans Enterprise (EJB) mediante el uso del cargador de clases.
579;J2EE Bad Practices: Non-serializable Object Stored in Session;The product stores a non-serializable object as an HttpSession attribute, which can hurt reliability.;J2EE Prácticas malas: objeto no serializable almacenado en la sesión;El producto almacena un objeto no serializable como un atributo de httpsession, que puede dañar la confiabilidad.
580;clone() Method Without super.clone();The product contains a clone() method that does not call super.clone() to obtain the new object.;Método Clone () sin super.clone ();El producto contiene un método Clone () que no llama a Super.Clone () para obtener el nuevo objeto.
581;Object Model Violation: Just One of Equals and Hashcode Defined;The product does not maintain equal hashcodes for equal objects.;Violación del modelo de objeto: solo uno de iguales y hashcode definido;El producto no mantiene hashcodes iguales para objetos iguales.
582;Array Declared Public, Final, and Static;The product declares an array public, final, and static, which is not sufficient to prevent the array's contents from being modified.;Array declarada pública, final y estática;El producto declara una matriz pública, final y estática, que no es suficiente para evitar que se modifique el contenido de la matriz.
583;finalize() Method Declared Public;The product violates secure coding principles for mobile code by declaring a finalize() method public.;finalize() Method Declared Public;El producto viola los principios de codificación seguros para el código móvil al declarar un método final () público.
584;Return Inside Finally Block;The code has a return statement inside a finally block, which will cause any thrown exception in the try block to be discarded.;Regresar dentro finalmente bloque;El código tiene una declaración de devolución dentro de un bloque Finalmente, que causará que se descarte cualquier excepción lanzada en el bloque de try.
585;Empty Synchronized Block;The product contains an empty synchronized block.;Bloque sincronizado vacío;El producto contiene un bloque sincronizado vacío.
586;Explicit Call to Finalize();The product makes an explicit call to the finalize() method from outside the finalizer.;Llamada explícita para finalizar ();El producto realiza una llamada explícita al método Finalize () desde fuera del finalizador.
587;Assignment of a Fixed Address to a Pointer;The product sets a pointer to a specific address other than NULL or 0.;Asignación de una dirección fija a un puntero;El producto establece un puntero a una dirección específica que no sea NULL o 0.
588;Attempt to Access Child of a Non-structure Pointer;Casting a non-structure type to a structure type and accessing a field can lead to memory access errors or data corruption.;Attempt to Access Child of a Non-structure Pointer;La fundición de un tipo de no estructura a un tipo de estructura y acceder a un campo puede conducir a errores de acceso de memoria o corrupción de datos.
589;Call to Non-ubiquitous API;The product uses an API function that does not exist on all versions of the target platform. This could cause portability problems or inconsistencies that allow denial of service or other consequences.;Llamado a API no subconscitante;El producto utiliza una función API que no existe en todas las versiones de la plataforma de destino.Esto podría causar problemas de portabilidad o inconsistencias que permitan la denegación de servicio u otras consecuencias.
590;Free of Memory not on the Heap;The product calls free() on a pointer to memory that was not allocated using associated heap allocation functions such as malloc(), calloc(), or realloc().;Libre de memoria no en el montón;El producto llama gratis () en un puntero a la memoria que no se asignó utilizando funciones de asignación de montón asociadas como MALLOC (), CALLOC () o REALLOC ().
591;Sensitive Data Storage in Improperly Locked Memory;The product stores sensitive data in memory that is not locked, or that has been incorrectly locked, which might cause the memory to be written to swap files on disk by the virtual memory manager. This can make the data more accessible to external actors.;Almacenamiento de datos confidenciales en memoria bloqueada incorrectamente;El producto almacena datos confidenciales en la memoria que no está bloqueado, o que se ha bloqueado incorrectamente, lo que podría hacer que la memoria se escriba para intercambiar archivos en el disco por el administrador de memoria virtual.Esto puede hacer que los datos sean más accesibles para los actores externos.
592;DEPRECATED: Authentication Bypass Issues;This weakness has been deprecated because it covered redundant concepts already described in CWE-287.;Descargado: problemas de derivación de autenticación;Esta debilidad se ha desaprobado porque cubrió conceptos redundantes ya descritos en CWE-287.
593;Authentication Bypass: OpenSSL CTX Object Modified after SSL Objects are Created;The product modifies the SSL context after connection creation has begun.;Autenticación Bypass: OpenSSL CTX Object modificado después de que se crean los objetos SSL;El producto modifica el contexto SSL después de que la creación de conexión ha comenzado.
594;J2EE Framework: Saving Unserializable Objects to Disk;When the J2EE container attempts to write unserializable objects to disk there is no guarantee that the process will complete successfully.;Marco J2EE: Guardar objetos no seriales en el disco;Cuando el contenedor J2EE intenta escribir objetos no serializables en el disco, no hay garantía de que el proceso se completará con éxito.
595;Comparison of Object References Instead of Object Contents;The product compares object references instead of the contents of the objects themselves, preventing it from detecting equivalent objects.;Comparación de referencias de objetos en lugar de contenido de objetos;El producto compara las referencias de objetos en lugar del contenido de los objetos mismos, evitando que detecte objetos equivalentes.
596;DEPRECATED: Incorrect Semantic Object Comparison;This weakness has been deprecated. It was poorly described and difficult to distinguish from other entries. It was also inappropriate to assign a separate ID solely because of domain-specific considerations. Its closest equivalent is CWE-1023.;Deprecido: comparación de objetos semánticos incorrectos;Esta debilidad ha sido desaprobada.Fue mal descrito y difícil distinguir de otras entradas.También era inapropiado asignar una ID separada únicamente debido a consideraciones específicas del dominio.Su equivalente más cercano es CWE-1023.
597;Use of Wrong Operator in String Comparison;The product uses the wrong operator when comparing a string, such as using == when the .equals() method should be used instead.;Uso del operador incorrecto en la comparación de cadenas;El producto usa el operador incorrecto al comparar una cadena, como usar == cuando el método .equals () debe usarse en su lugar.
598;Use of GET Request Method With Sensitive Query Strings;The web application uses the HTTP GET method to process a request and includes sensitive information in the query string of that request.;Uso del método de solicitud GET con cadenas de consultas confidenciales;La aplicación web utiliza el método HTTP Get para procesar una solicitud e incluye información confidencial en la cadena de consulta de esa solicitud.
599;Missing Validation of OpenSSL Certificate;The product uses OpenSSL and trusts or uses a certificate without using the SSL_get_verify_result() function to ensure that the certificate satisfies all necessary security requirements.;Validación faltante del certificado OpenSSL;El producto utiliza OpenSSL y Trusts o usa un certificado sin usar la función SSL_GET_VERIFY_RESULT () para garantizar que el certificado satisfaga todos los requisitos de seguridad necesarios.
600;Uncaught Exception in Servlet ;The Servlet does not catch all exceptions, which may reveal sensitive debugging information.;Excepción no captura en servlet;El servlet no capta todas las excepciones, lo que puede revelar información de depuración confidencial.
601;URL Redirection to Untrusted Site ('Open Redirect');A web application accepts a user-controlled input that specifies a link to an external site, and uses that link in a Redirect. This simplifies phishing attacks.;Redirección de URL al sitio no confiable ('redirección abierta');Una aplicación web acepta una entrada controlada por el usuario que especifica un enlace a un sitio externo y utiliza ese enlace en una redirección.Esto simplifica los ataques de phishing.
602;Client-Side Enforcement of Server-Side Security;The product is composed of a server that relies on the client to implement a mechanism that is intended to protect the server.;Aplicación del lado del cliente de la seguridad del lado del servidor;El producto está compuesto por un servidor que se basa en el cliente para implementar un mecanismo destinado a proteger el servidor.
603;Use of Client-Side Authentication;A client/server product performs authentication within client code but not in server code, allowing server-side authentication to be bypassed via a modified client that omits the authentication check.;Uso de la autenticación del lado del cliente;Un producto de cliente/servidor realiza autenticación dentro del código del cliente pero no en el código del servidor, lo que permite que la autenticación del lado del servidor se omita a través de un cliente modificado que omite la verificación de autenticación.
605;Multiple Binds to the Same Port;When multiple sockets are allowed to bind to the same port, other services on that port may be stolen or spoofed.;Múltiples se une al mismo puerto;Cuando se permite que múltiples enchufes se unan al mismo puerto, otros servicios en ese puerto pueden ser robados o falsificados.
