APP,CVE ID,Spanish Description,English Description,AccessVector,Attack Complexity,Confidentiality Impact,Integrity Impact,Availability Impact,Base Score,Base Severity,Exploitability Score,Impact Score,Version End Excluding,Version End Including
Firefox,CVE-2021-23959,"Un bug de tipo XSS en las páginas de error internas podría conllevar a varios ataques de suplantación de identidad, incluyendo otras páginas de error y la barra de direcciones.&#xa0;Nota: este problema solo afectó a Firefox para Android.&#xa0;Otros sistemas operativos no están afectados.&#xa0;Esta vulnerabilidad afecta a Firefox versiones anteriores a 85","An XSS bug in internal error pages could have led to various spoofing attacks, including other error pages and the address bar. Note: This issue only affected Firefox for Android. Other operating systems are unaffected. This vulnerability affects Firefox < 85.",NETWORK,LOW,LOW,LOW,NONE,6.1,MEDIUM,NULL,NULL,85.0,
Firefox,CVE-2021-23977,Firefox para Android sufrió una vulnerabilidad de tipo time-of-check-time-of-use que permitía a una aplicación maliciosa leer datos confidenciales desde los directorios de la  aplicación.&#xa0;Nota: este problema solo afecta a Firefox para Android.&#xa0;Otros sistemas operativos no están afectados.&#xa0;Esta vulnerabilidad afecta a Firefox versiones anteriores a 86,Firefox for Android suffered from a time-of-check-time-of-use vulnerability that allowed a malicious application to read sensitive data from application directories. Note: This issue is only affected Firefox for Android. Other operating systems are unaffected. This vulnerability affects Firefox < 86.,NETWORK,HIGH,HIGH,NONE,NONE,5.3,MEDIUM,NULL,NULL,86.0,
Firefox,CVE-2021-29952,"Cuando se destruían los componentes de Web Render, una condición de carrera podría haber causado un comportamiento indefinido, y presumimos que con suficiente esfuerzo podría haber sido explotable para ejecutar código arbitrario. Esta vulnerabilidad afecta a Firefox versiones anteriores a 88.0.1 y a Firefox para Android versiones anteriores a 88.1.3","When Web Render components were destructed, a race condition could have caused undefined behavior, and we presume that with enough effort may have been exploitable to run arbitrary code. This vulnerability affects Firefox < 88.0.1 and Firefox for Android < 88.1.3.",NETWORK,HIGH,HIGH,HIGH,HIGH,7.5,HIGH,NULL,NULL,88.1.3,
Firefox,CVE-2021-29953,"Una página web maliciosa podría haber forzado a un usuario de Firefox para Android a ejecutar JavaScript controlado por el atacante en el contexto de otro dominio, resultando en una vulnerabilidad de tipo Universal Cross-Site Scripting . *Nota: Este problema sólo afecta a Firefox para Android. Otros sistemas operativos no están afectados. Se están reteniendo temporalmente más detalles para dar a usuarios la oportunidad de actualizarse. Esta vulnerabilidad afecta a Firefox versiones anteriores a 88.0.1 y a Firefox para Android versiones anteriores a 88.1.3","A malicious webpage could have forced a Firefox for Android user into executing attacker-controlled JavaScript in the context of another domain, resulting in a Universal Cross-Site Scripting vulnerability. *Note: This issue only affected Firefox for Android. Other operating systems are unaffected. Further details are being temporarily withheld to allow users an opportunity to update.*. This vulnerability affects Firefox < 88.0.1 and Firefox for Android < 88.1.3.",NETWORK,LOW,LOW,LOW,NONE,6.1,MEDIUM,NULL,NULL,88.1.3,
Firefox,CVE-2021-29962,Firefox para Android se volvía inestable y difícil de recuperar cuando un sitio web abría demasiadas ventanas emergentes. *Este bug sólo afecta a Firefox para Android. Otros sistemas operativos no están afectados.*. Esta vulnerabilidad afecta a Firefox versiones anteriores a 89,Firefox for Android would become unstable and hard-to-recover when a website opened too many popups. *This bug only affects Firefox for Android. Other operating systems are unaffected.*. This vulnerability affects Firefox < 89.,NETWORK,LOW,NONE,NONE,LOW,4.3,MEDIUM,NULL,NULL,89.0,
Firefox,CVE-2021-29963,Las sugerencias de búsqueda de la barra de direcciones en el modo de navegación privada reusaban los datos de la sesión del modo normal. *Este bug sólo afecta a Firefox para Android. Otros sistemas operativos no están afectados*. Esta vulnerabilidad afecta a Firefox versiones anteriores a 89,Address bar search suggestions in private browsing mode were re-using session data from normal mode. *This bug only affects Firefox for Android. Other operating systems are unaffected.*. This vulnerability affects Firefox < 89.,NETWORK,LOW,NONE,LOW,NONE,4.3,MEDIUM,NULL,NULL,89.0,
Firefox,CVE-2021-29965,Un sitio web malicioso que causa que se genere un diálogo de autenticación HTTP podría engañar al gestor de contraseñas integrado para sugerir contraseñas para el sitio web actualmente activo en lugar del sitio web que desencadenó el diálogo. *Este bug sólo afecta a Firefox para Android. Otros sistemas operativos no están afectados. Esta vulnerabilidad afecta a Firefox versiones anteriores a 89,A malicious website that causes an HTTP Authentication dialog to be spawned could trick the built-in password manager to suggest passwords for the currently active website instead of the website that triggered the dialog. *This bug only affects Firefox for Android. Other operating systems are unaffected.*. This vulnerability affects Firefox < 89.,NETWORK,LOW,NONE,LOW,NONE,5.3,MEDIUM,NULL,NULL,89.0,
Firefox,CVE-2021-29971,"Si un usuario ha concedido un permiso a una página web y ha guardado esa concesión, cualquier página web que se ejecute en el mismo host -independientemente del esquema o del puerto- recibirá ese permiso. *Este bug sólo afecta a Firefox para Android. Otros sistemas operativos no se ven afectados*. Esta vulnerabilidad afecta a Firefox versiones anteriores a 90","If a user had granted a permission to a webpage and saved that grant, any webpage running on the same host - irrespective of scheme or port - would be granted that permission. *This bug only affects Firefox for Android. Other operating systems are unaffected.*. This vulnerability affects Firefox < 90.",NETWORK,LOW,HIGH,HIGH,HIGH,9.8,CRITICAL,NULL,NULL,90.0,
Firefox,CVE-2021-29973,El autocompletado de contraseñas se activaba sin la interacción del usuario en sitios web no seguros en Firefox para Android. Esto fue corregido para requerir la interacción del usuario con la página antes de que la contraseña de un usuario fuera introducida por la funcionalidad autofill del navegador *Este bug solo afecta a Firefox para Android. Otros sistemas operativos no están afectados*. Esta vulnerabilidad afecta a Firefox versiones anteriores a 90,Password autofill was enabled without user interaction on insecure websites on Firefox for Android. This was corrected to require user interaction with the page before a user's password would be entered by the browser's autofill functionality *This bug only affects Firefox for Android. Other operating systems are unaffected.*. This vulnerability affects Firefox < 90.,NETWORK,LOW,HIGH,HIGH,HIGH,8.8,HIGH,NULL,NULL,90.0,
Firefox,CVE-2021-29993,"Firefox para Android permitía una navegación mediante el protocolo ""intent://"", lo que podía ser usado para causar bloqueos y falsificaciones de la Interfaz de Usuario. *Este bug sólo afecta a Firefox para Android. Otros sistemas operativos no están afectados*. Esta vulnerabilidad afecta a Firefox versiones anteriores a 92","Firefox for Android allowed navigations through the `intent://` protocol, which could be used to cause crashes and UI spoofs. *This bug only affects Firefox for Android. Other operating systems are unaffected.*. This vulnerability affects Firefox < 92.",NETWORK,LOW,NONE,HIGH,HIGH,8.1,HIGH,NULL,NULL,92.0,
Firefox,CVE-2022-26485,"La eliminación de un parámetro XSLT durante el procesamiento podría haber dado lugar a un use-after-free explotable. Hemos recibido informes de ataques en la naturaleza que abusan de esta falla. Esta vulnerabilidad afecta a Firefox &lt; 97.0.2, Firefox ESR &lt; 91.6.1, Firefox para Android &lt; 97.3.0, Thunderbird &lt; 91.6.2 y Focus &lt; 97.3.0.","Removing an XSLT parameter during processing could have lead to an exploitable use-after-free. We have had reports of attacks in the wild abusing this flaw. This vulnerability affects Firefox < 97.0.2, Firefox ESR < 91.6.1, Firefox for Android < 97.3.0, Thunderbird < 91.6.2, and Focus < 97.3.0.",NETWORK,LOW,HIGH,HIGH,HIGH,8.8,HIGH,NULL,NULL,97.3.0,
Firefox,CVE-2022-26486,"Un mensaje inesperado en el framework IPC de WebGPU podría provocar un escape de la sandbox explotable y de use-after-free. Hemos recibido informes de ataques en la naturaleza que abusan de esta falla. Esta vulnerabilidad afecta a Firefox &lt; 97.0.2, Firefox ESR &lt; 91.6.1, Firefox para Android &lt; 97.3.0, Thunderbird &lt; 91.6.2 y Focus &lt; 97.3.0.","An unexpected message in the WebGPU IPC framework could lead to a use-after-free and exploitable sandbox escape. We have had reports of attacks in the wild abusing this flaw. This vulnerability affects Firefox < 97.0.2, Firefox ESR < 91.6.1, Firefox for Android < 97.3.0, Thunderbird < 91.6.2, and Focus < 97.3.0.",NETWORK,LOW,HIGH,HIGH,HIGH,9.6,CRITICAL,NULL,NULL,97.3.0,
Firefox,CVE-2022-38474,Un sitio web que tuviera permiso para acceder al micrófono podría grabar audio sin que se mostrara la notificación de audio. Este error no permite que el atacante omita la solicitud de permiso; solo afecta la notificación que se muestra una vez que se ha otorgado el permiso.<br>*Este error solo afecta a Firefox para Android. Otros sistemas operativos no se ven afectados.*. Esta vulnerabilidad afecta a Firefox &lt; 104.,A website that had permission to access the microphone could record audio without the audio notification being shown. This bug does not allow the attacker to bypass the permission prompt - it only affects the notification shown once permission has been granted.<br />*This bug only affects Firefox for Android. Other operating systems are unaffected.*. This vulnerability affects Firefox < 104.,NETWORK,LOW,NONE,LOW,NONE,4.3,MEDIUM,NULL,NULL,104.0,
Firefox,CVE-2023-23600,Descripcion no disponible,Per origin notification permissions were being stored in a way that didn't take into account what browsing context the permission was granted in. This lead to the possibility of notifications to be displayed during different browsing sessions.<br>*This bug only affects Firefox for Android. Other operating systems are unaffected.*. This vulnerability affects Firefox < 109.,NETWORK,LOW,HIGH,NONE,NONE,6.5,MEDIUM,NULL,NULL,109.0,
Firefox,CVE-2023-25748,Descripcion no disponible,"By displaying a prompt with a long description, the fullscreen notification could have been hidden, resulting in potential user confusion or spoofing attacks. <br>*This bug only affects Firefox for Android. Other operating systems are unaffected.*. This vulnerability affects Firefox < 111.",NETWORK,LOW,NONE,LOW,NONE,4.3,MEDIUM,NULL,NULL,111.0,
Firefox,CVE-2023-25749,Descripcion no disponible,"Android applications with unpatched vulnerabilities can be launched from a browser using Intents, exposing users to these vulnerabilities. Firefox will now confirm with users that they want to launch an external application before doing so. <br>*This bug only affects Firefox for Android. Other versions of Firefox are unaffected.*. This vulnerability affects Firefox < 111.",NETWORK,LOW,NONE,LOW,NONE,4.3,MEDIUM,NULL,NULL,111.0,
Firefox,CVE-2023-28159,Descripcion no disponible,"The fullscreen notification could have been hidden on Firefox for Android by using download popups, resulting in potential user confusion or spoofing attacks. <br>*This bug only affects Firefox for Android. Other operating systems are unaffected.*. This vulnerability affects Firefox < 111.",NETWORK,LOW,NONE,LOW,NONE,4.3,MEDIUM,NULL,NULL,111.0,
Firefox,CVE-2023-29533,Descripcion no disponible,"A website could have obscured the fullscreen notification by using a combination of <code>window.open</code>, fullscreen requests, <code>window.name</code> assignments, and <code>setInterval</code> calls. This could have led to user confusion and possible spoofing attacks. This vulnerability affects Firefox < 112, Focus for Android < 112, Firefox ESR < 102.10, Firefox for Android < 112, and Thunderbird < 102.10.",NETWORK,LOW,NONE,LOW,NONE,4.3,MEDIUM,NULL,NULL,112.0,
Firefox,CVE-2023-29535,Descripcion no disponible,"Following a Garbage Collector compaction, weak maps may have been accessed before they were correctly traced. This resulted in memory corruption and a potentially exploitable crash. This vulnerability affects Firefox < 112, Focus for Android < 112, Firefox ESR < 102.10, Firefox for Android < 112, and Thunderbird < 102.10.",NETWORK,LOW,NONE,NONE,HIGH,6.5,MEDIUM,NULL,NULL,112.0,
Firefox,CVE-2023-29536,Descripcion no disponible,"An attacker could cause the memory manager to incorrectly free a pointer that addresses attacker-controlled memory, resulting in an assertion, memory corruption, or a potentially exploitable crash. This vulnerability affects Firefox < 112, Focus for Android < 112, Firefox ESR < 102.10, Firefox for Android < 112, and Thunderbird < 102.10.",NETWORK,LOW,HIGH,HIGH,HIGH,8.8,HIGH,NULL,NULL,112.0,
Firefox,CVE-2023-29537,Descripcion no disponible,"Multiple race conditions in the font initialization could have led to memory corruption and execution of attacker-controlled code. This vulnerability affects Firefox for Android < 112, Firefox < 112, and Focus for Android < 112.",NETWORK,HIGH,HIGH,HIGH,HIGH,7.5,HIGH,NULL,NULL,112.0,
Firefox,CVE-2023-29538,Descripcion no disponible,"Under specific circumstances a WebExtension may have received a <code>jar:file:///</code> URI instead of a <code>moz-extension:///</code> URI during a load request. This leaked directory paths on the user's machine. This vulnerability affects Firefox for Android < 112, Firefox < 112, and Focus for Android < 112.",NETWORK,LOW,LOW,NONE,NONE,4.3,MEDIUM,NULL,NULL,112.0,
Firefox,CVE-2023-29539,Descripcion no disponible,"When handling the filename directive in the Content-Disposition header, the filename would be truncated if the filename contained a NULL character. This could have led to reflected file download attacks potentially tricking users to install malware. This vulnerability affects Firefox < 112, Focus for Android < 112, Firefox ESR < 102.10, Firefox for Android < 112, and Thunderbird < 102.10.",NETWORK,LOW,HIGH,HIGH,HIGH,8.8,HIGH,NULL,NULL,112.0,
Firefox,CVE-2023-29540,Descripcion no disponible,"Using a redirect embedded into <code>sourceMappingUrls</code> could allow for navigation to external protocol links in sandboxed iframes without <code>allow-top-navigation-to-custom-protocols</code>. This vulnerability affects Firefox for Android < 112, Firefox < 112, and Focus for Android < 112.",NETWORK,LOW,LOW,LOW,NONE,6.1,MEDIUM,NULL,NULL,112.0,
Firefox,CVE-2023-29541,Descripcion no disponible,"Firefox did not properly handle downloads of files ending in <code>.desktop</code>, which can be interpreted to run attacker-controlled commands. <br>*This bug only affects Firefox for Linux on certain Distributions. Other operating systems are unaffected, and Mozilla is unable to enumerate all affected Linux Distributions.*. This vulnerability affects Firefox < 112, Focus for Android < 112, Firefox ESR < 102.10, Firefox for Android < 112, and Thunderbird < 102.10.",NETWORK,LOW,HIGH,HIGH,HIGH,8.8,HIGH,NULL,NULL,112.0,
Firefox,CVE-2023-29543,Descripcion no disponible,"An attacker could have caused memory corruption and a potentially exploitable use-after-free of a pointer in a global object's debugger vector. This vulnerability affects Firefox for Android < 112, Firefox < 112, and Focus for Android < 112.",NETWORK,LOW,HIGH,HIGH,HIGH,8.8,HIGH,NULL,NULL,112.0,
Firefox,CVE-2023-29544,Descripcion no disponible,"If multiple instances of resource exhaustion occurred at the incorrect time, the garbage collector could have caused memory corruption and a potentially exploitable crash. This vulnerability affects Firefox for Android < 112, Firefox < 112, and Focus for Android < 112.",NETWORK,LOW,NONE,NONE,HIGH,6.5,MEDIUM,NULL,NULL,112.0,
Firefox,CVE-2023-29548,Descripcion no disponible,"A wrong lowering instruction in the ARM64 Ion compiler resulted in a wrong optimization result. This vulnerability affects Firefox < 112, Focus for Android < 112, Firefox ESR < 102.10, Firefox for Android < 112, and Thunderbird < 102.10.",NETWORK,LOW,NONE,HIGH,NONE,6.5,MEDIUM,NULL,NULL,112.0,
Firefox,CVE-2023-29549,Descripcion no disponible,"Under certain circumstances, a call to the <code>bind</code> function may have resulted in the incorrect realm. This may have created a vulnerability relating to JavaScript-implemented sandboxes such as SES. This vulnerability affects Firefox for Android < 112, Firefox < 112, and Focus for Android < 112.",NETWORK,LOW,NONE,HIGH,NONE,6.5,MEDIUM,NULL,NULL,112.0,
Firefox,CVE-2023-29550,Descripcion no disponible,"Memory safety bugs present in Firefox 111 and Firefox ESR 102.9. Some of these bugs showed evidence of memory corruption and we presume that with enough effort some of these could have been exploited to run arbitrary code. This vulnerability affects Firefox < 112, Focus for Android < 112, Firefox ESR < 102.10, Firefox for Android < 112, and Thunderbird < 102.10.",NETWORK,LOW,HIGH,HIGH,HIGH,8.8,HIGH,NULL,NULL,112.0,
Firefox,CVE-2023-29551,Descripcion no disponible,"Memory safety bugs present in Firefox 111. Some of these bugs showed evidence of memory corruption and we presume that with enough effort some of these could have been exploited to run arbitrary code. This vulnerability affects Firefox for Android < 112, Firefox < 112, and Focus for Android < 112.",NETWORK,LOW,HIGH,HIGH,HIGH,8.8,HIGH,NULL,NULL,112.0,
Firefox,CVE-2023-25747,Descripcion no disponible,"A potential use-after-free in libaudio was fixed by disabling the AAudio backend when running on Android API below version 30.
*This bug only affects Firefox for Android. Other versions of Firefox are unaffected.* This vulnerability affects Firefox for Android < 110.1.0.",NETWORK,LOW,NONE,NONE,HIGH,7.5,HIGH,NULL,NULL,110.1,
Firefox,CVE-2023-29534,Descripcion no disponible,"Different techniques existed to obscure the fullscreen notification in Firefox and Focus for Android.  These could have led to potential user confusion and spoofing attacks.

*This bug only affects Firefox and Focus for Android. Other versions of Firefox are unaffected.* This vulnerability affects Firefox for Android < 112 and Focus for Android < 112.

",NETWORK,LOW,HIGH,HIGH,NONE,9.1,CRITICAL,NULL,NULL,112.0,
Firefox,CVE-2023-29546,Descripcion no disponible,"When recording the screen while in Private Browsing on Firefox for Android the address bar and keyboard were not hidden, potentially leaking sensitive information. 

*This bug only affects Firefox for Android. Other operating systems are unaffected.* This vulnerability affects Firefox for Android < 112 and Focus for Android < 112.

",NETWORK,LOW,HIGH,NONE,NONE,6.5,MEDIUM,NULL,NULL,112.0,
Microsoft Teams,CVE-2022-21965,Una Vulnerabilidad de Denegación de Servicio en Microsoft Teams,Microsoft Teams Denial of Service Vulnerability,NETWORK,LOW,NONE,NONE,HIGH,7.5,HIGH,NULL,NULL,,
Microsoft Teams,CVE-2023-29328,Descripcion no disponible,Microsoft Teams Remote Code Execution Vulnerability,NETWORK,LOW,HIGH,HIGH,HIGH,8.8,HIGH,NULL,NULL,1.0.0.2023070204,
Microsoft Teams,CVE-2023-29330,Descripcion no disponible,Microsoft Teams Remote Code Execution Vulnerability,NETWORK,LOW,HIGH,HIGH,HIGH,8.8,HIGH,NULL,NULL,1.0.0.2023070204,
Authenticator,CVE-2022-35290,"En determinadas condiciones, SAP Authenticator para Android permite a un atacante acceder a información que de otro modo estaría restringida",Under certain conditions SAP Authenticator for Android allows an attacker to access information which would otherwise be restricted.,NETWORK,LOW,HIGH,NONE,NONE,7.5,HIGH,NULL,NULL,1.2.17,
